"name","start"
"Parreros - indig",NA
"La Argelia - indig",NA
"Tierra Alta - indig",NA
"Rios Valle Y Boro Boro - indig",NA
"Hurtado Y Tegavera - indig",NA
"Villa Nueva Juna - indig",NA
"Puerto Antioquia - indig",NA
"Puerto Viejo Y Puerto Esperanza - indig",NA
"Karabidrua - indig",NA
"La Tutira Bonanza - indig",NA
"Comunidad Saliva - indig",NA
"Agua Negra (De Milan) - indig",NA
"Cecilia Cocha - indig",NA
"Bateas - indig",NA
"La Floresta Sta Rosa San Francisco - indig",NA
"Jacome - indig",NA
"Chenche Buenavista - indig",NA
"Awa Nambi Piedra Verde - indig",NA
"La Florida - indig",NA
"Alto Orito - indig",NA
"El Dieciocho - indig",NA
"Nulpe Medio Alto Rio San Juan - indig",NA
"Chimborazo - indig",NA
"Cano Guaripa - indig",NA
"Rio Icho Y Quebrada Baratuo - indig",NA
"Pocharco - indig",NA
"Chagpien Tordo - indig",NA
"Bajo Grande - indig",NA
"Cualquer Integrado La Milagrosa - indig",NA
"Inga De Colon - indig",NA
"La Comunidad Indigena Embera - Chami Drua Do - indig",NA
"Chaquira - indig",NA
"Gran Rosario - indig",NA
"Puyeros - indig",NA
"Alto Lorenzo - indig",NA
"Rios Jurubida, Chori Y Alto Baudo - indig",NA
"Resguardo Indigena Siona De Bajo Casacunte - indig",NA
"Provincial - indig",NA
"Loma De Citabara, Palestina, Atarralla Y La Albania - indig",NA
"Rio Nuqui - indig",NA
"Tagual La Po - indig",NA
"Puerto Monfort - indig",NA
"Witack Kiwe - indig",NA
"Chenche Media Luna - indig",NA
"Perancho - indig",NA
"San Antonio De Calarma - indig",NA
"Rio Atabapo E Inirida - indig",NA
"San Agustin (Del Huila) - indig",NA
"Los Angeles - indig",NA
"Campo Alegre Y Ripialito - indig",NA
"San Diego - indig",NA
"Barrancon - indig",NA
"Albania - indig",NA
"Rios Pato Y Jengado - indig",NA
"Pialapi  -  Pueblo Viejo  -  San Miguel  -  Yare - indig",NA
"Vuelta Del Rio - indig",NA
"Chenche Amayarco - indig",NA
"Pacande - indig",NA
"Inda Zabaleta - indig",NA
"Chololobo Matatu - indig",NA
"Jengado Apartado - indig",NA
"La Mirla - indig",NA
"Tama Del Caguan - indig",NA
"El Saladillo - indig",NA
"Tumburao - indig",NA
"San Lorenzo - indig",NA
"La Iguana - indig",NA
"Napipi - indig",NA
"Villa Catalina De Puerto Rosario - indig",NA
"Anacarco - indig",NA
"San Jose De Lipa O Cano Colorado - indig",NA
"Nunalbi Alto Ulbi - indig",NA
"Las Playas - indig",NA
"Pueblo Nuevo - indig",NA
"Bochoroma Bochoromacito - indig",NA
"Resguardo Indigena Campoalegre - indig",NA
"Nussi Purru - indig",NA
"Kamentsa Inga San Francisco - indig",NA
"Diamante - indig",NA
"Miriti Parana (La Pradera) - indig",NA
"Pingullo Sardinero - indig",NA
"Cuasbi La Faldada - indig",NA
"Nasatha - indig",NA
"Saunde Guiguay - indig",NA
"Maticuru - indig",NA
"Paina - indig",NA
"Pipalta, Palbi, Yaguapi - indig",NA
"Planadas De Telembi - indig",NA
"Guayabero De La Maria - indig",NA
"Alto Sinu, Esmeralda Cruz Grande E Iwagado (Unificacion) - indig",NA
"Polindara - indig",NA
"El Cedrito - indig",NA
"Sikuani De Awaliba - indig",NA
"Macucuana - indig",NA
"La Isla - indig",NA
"Imba - indig",NA
"Calarca - indig",NA
"Zit - Set Del Quecal - indig",NA
"Socorpa - indig",NA
"Munguido - indig",NA
"Laguna Tranquila - indig",NA
"Alpamanga - indig",NA
"Mamey De Dipurdu - indig",NA
"Selva Verde - indig",NA
"Nazaret - indig",NA
"Castilla Angostura - indig",NA
"Selva De Mataven - indig",NA
"Tumbichucue - indig",NA
"Witora O Huitora - indig",NA
"Pena La Alegria - indig",NA
"Canoas - indig",NA
"Murcielago Altomira - indig",NA
"Bete, Auro Bete Auro Buey - indig",NA
"Comunidad Indigena El Sande - indig",NA
"El Doce Quebrada Borbollon - indig",NA
"Totarco Dinde Independiente - indig",NA
"Damasco Vides - indig",NA
"Sanandocito - indig",NA
"La Delfina - indig",NA
"Guaipa Uno - indig",NA
"El Hacha - indig",NA
"Resguardo Indigena Nataroco - indig",NA
"Rio Cuiari E Isana - indig",NA
"Triunfo Cristal - indig",NA
"Comunidad Indigena De Muellamuez - indig",NA
"Santa Cecilia Quebrada Oro Choco - indig",NA
"Comunidad Embera Rios Uva Pogue, Quebrada Taparal - indig",NA
"Rio Domingodo - indig",NA
"Chenche Buenos Aires Tradicional - indig",NA
"Potrerito (Coyaima) - indig",NA
"San Miguel (De Natagaima) - indig",NA
"Yurayaco - indig",NA
"Flor Del Monte - indig",NA
"Puerto Libre Del Rio Pepe - indig",NA
"Resguardo Indigena Mesas De San Juan - indig",NA
"Pueblo Nuevo Laguna Colorada - indig",NA
"Comunidad Indigena Embera Asentada En La Zona Infi - indig",NA
"Embera  -  Cholo Del Rio Guangui - indig",NA
"Ordo Siviru Aguaclara - indig",NA
"Andagueda - indig",NA
"El Espingo - indig",NA
"La Esperanza ( De Belen De Andaquies ) - indig",NA
"Paez De El Libano - indig",NA
"Sikuani De Vencedor, Piriri, Guamito, Matanegra, Siniquiba, Sisiba, Lindatan, Chaparral Y Remanso - indig",NA
"Comunidad Tunebo De Angosturas - indig",NA
"Muco Mayoragua - indig",NA
"Tinajas - indig",NA
"Amparrado Alto Medio - indig",NA
"Calle Santa Rosa - indig",NA
"Nueva Esperanza Del Tomo - indig",NA
"Chami (Eriom Garrapatas) - indig",NA
"Saliva Corregimiento De Santa Rosalia - indig",NA
"Nukak  -  Maku - indig",NA
"Piedra Sellada Quebrada Tronqueria - indig",NA
"Nasa Hu - indig",NA
"Poblazon - indig",NA
"Salivas Y Piapocos (Corozal Y Tapaojo) - indig",NA
"Paez Las Mercedes - indig",NA
"Unificado Chami - indig",NA
"Bache - indig",NA
"La Cristalina (Choco) - indig",NA
"Cerrodeo - indig",NA
"Meche San Cayetano - indig",NA
"Rios Catru, Dubasa, Ankoso - indig",NA
"Tronqueria, Pulgande Y Palicito - indig",NA
"Uitiboc - indig",NA
"Chachajo - indig",NA
"El Cedro, La Brava, Las Penas, Pilvi Y La Pintada - indig",NA
"La Nueva Esperanza - indig",NA
"Rio La Playa - indig",NA
"Comunidad Indigena Embera Chami Y Zenu De La Palma - indig",NA
"La Sortija - indig",NA
"Coayare El Coco - indig",NA
"Papayo - indig",NA
"Arara, Bacati, Cararu, Lagos De Jamaicuru - indig",NA
"El Tambo - indig",NA
"Blasiaku - indig",NA
"Totarco Tamarindo - indig",NA
"Pichicora, Chicue, Punto Alegre. - indig",NA
"Puerto Limon - indig",NA
"Yarinal  -  San Marcelino, Amaron - indig",NA
"Calenturas - indig",NA
"Chimurro Y Nendo - indig",NA
"Jambalo - indig",NA
"Zanja Honda - indig",NA
"Sirena Berrecuy - indig",NA
"Palma Alta - indig",NA
"Pablo Muera - indig",NA
"Rio Satinga - indig",NA
"Rio Mumbu - indig",NA
"Bachaco Buena Vista - indig",NA
"Huellas - indig",NA
"San Miguel (De Solano) - indig",NA
"Cano Negro - indig",NA
"La Voragine  -  La Ilusion - indig",NA
"Puerto De Chichiliano - indig",NA
"Kogui  -  Malayo Arhuaco - indig",NA
"Ishu Awa - indig",NA
"Cano Claro - indig",NA
"Beltran - indig",NA
"Chaquenoda - indig",NA
"San Rafael - indig",NA
"Tucan De Cano Giriza Y Puerto La Palma - indig",NA
"Cxayu'Ce Fiw - indig",NA
"La Yuquera - indig",NA
"Docordo Balsalito ( 2 Lotes) - indig",NA
"La Lomita - indig",NA
"Purace - indig",NA
"Chigorodo Memba - indig",NA
"Motordo - indig",NA
"Guadualito(Tolima) - indig",NA
"Dobida Dogibi De Eyakera - indig",NA
"Potrerito (Huila) - indig",NA
"Llano Buco  -  Bukj Ukue - indig",NA
"San Luis - indig",NA
"Indigenas Coreguaje Asentada En La Regiones De Puerto Naranjo, Penas Rojas, Cuerazo, El Diamante - indig",NA
"Floral Tradicional - indig",NA
"San Jose (Descanse) - indig",NA
"Paraje De San Juanito, El Duya Y Paravare - indig",NA
"Do Imamma Tuma Y Bella Luz - indig",NA
"La Gaitana(Huila) - indig",NA
"Pulgande Campo Alegre - indig",NA
"La Union Choco  -  San Cristobal - indig",NA
"El Rosario, Bellavista Y Yucatan - indig",NA
"Pasto De Iles - indig",NA
"Guaipa Centro - indig",NA
"La Siberia - indig",NA
"Kawaneruba - indig",NA
"El Fiera - indig",NA
"Juan Tama - indig",NA
"Vegas De Santana - indig",NA
"La Cristalina - indig",NA
"Resguardo Agua Negra (De Morales) - indig",NA
"Dachi Agore Drua - indig",NA
"Santa Marta Diamante - indig",NA
"Playalta, El Veinte Y El Noventa - indig",NA
"Quintana Paez - indig",NA
"Merey La Veraita - indig",NA
"Tonina, Sejal, San Jose Y Otras - indig",NA
"Arhuaca O Ijke (Arhuaco De La Sierra) - indig",NA
"Rio Bebarama - indig",NA
"Hilarquito - indig",NA
"Comunidad Indigena Wayu El Soldado Parate Bien - indig",NA
"Los Pijaos - indig",NA
"El Vigia - indig",NA
"Vania Chami De Argelia - indig",NA
"Aguaclara Y Bella Luz Del Rio Amparo - indig",NA
"Rios Torreido Y Chimani - indig",NA
"Comunidad Indigena De Cumbal - indig",NA
"Villa Lucia - indig",NA
"El Guayabal - indig",NA
"Murripantanos - indig",NA
"El Itilla - indig",NA
"Alto Bonito Vira Vira - indig",NA
"Sever - indig",NA
"Laguna Curvina  -  Sapuara - indig",NA
"Guasimal - indig",NA
"Playa Bendita - indig",NA
"Canime - indig",NA
"Comunidad Huitoto De Coropoya - indig",NA
"Cope Del Rio Ingara - indig",NA
"Tarena - indig",NA
"Nuevo Amanecer La Meseta - indig",NA
"Awa De Los Guaduales - indig",NA
"Las Delicias (La Guajira) - indig",NA
"Santa Rita - indig",NA
"Inga De San Andres - indig",NA
"La Raya - indig",NA
"Morrito - indig",NA
"Barranquillita - indig",NA
"Comunidad Indigena Campoalegre Afilador - indig",NA
"Sanquianguita - indig",NA
"La Cerinda - indig",NA
"Rio Pichima - indig",NA
"Guacamayas Maipore - indig",NA
"Los Niasa - indig",NA
"Guatavita Tua - indig",NA
"La Tatacoa - indig",NA
"Cano La Hormiga - indig",NA
"Resguardo Indigena Awa La Turbia - indig",NA
"Altamira - indig",NA
"La Sal - indig",NA
"Inga De Wasipanga - indig",NA
"El Zamuro - indig",NA
"La Turbia - indig",NA
"Nicolas Ramirez - indig",NA
"Chaluayaco - indig",NA
"Penas Del Olvido - indig",NA
"Guachicono - indig",NA
"Laguna Ninal, Cocuy, Loma Baja Y Loma Alta Del Cano Guariben - indig",NA
"Trapiche Del Rio Pepe - indig",NA
"Jerico Consaya - indig",NA
"Rio Jarapeto - indig",NA
"Rio Quiparado - indig",NA
"Resguardo Indigena Mhuysqa Chuta Fa Aba """"Los Hijos Del Maiz"""" - indig",NA
"Mocagua, Macedonia, El Vergel Y Zaragoza - indig",NA
"Rio Pavasa Y Quebrada Jella - indig",NA
"Kwet Wala( Piedra Grande) - indig",NA
"Monte Harmon - indig",NA
"Olirco - indig",NA
"Bellavista - indig",NA
"Paso Ancho - indig",NA
"Cano Ovejas(Betania Corocito) - indig",NA
"Cerro De Hatonuevo - indig",NA
"Cano Mesetas Dagua Y Murcielago - indig",NA
"Chidima Tolo - indig",NA
"Businchama - indig",NA
"Piguambi Palangala - indig",NA
"Nueva Esperanza - indig",NA
"Tokolloro - indig",NA
"Jerusalen San Luis Alto Picudito - indig",NA
"El Veintiuno - indig",NA
"Integrado Del Charco - indig",NA
"Resguardo Unido U?Wa Cubara De Tunebo - indig",NA
"Inga De Condagua - indig",NA
"Guelmambi  -  Carano - indig",NA
"San Antonio Del Fragua - indig",NA
"Jenaturado - indig",NA
"Nasa Kiwe - indig",NA
"Calderas - indig",NA
"Tungina Y Apartado - indig",NA
"Chenche Buenos Aires - indig",NA
"Menkue, Misaya La Pista - indig",NA
"El Progreso - indig",NA
"Resguardo Indigena Anaba - indig",NA
"La Asuncion - indig",NA
"Hericha - indig",NA
"Aguas Negras - indig",NA
"Alto Rio Buey - indig",NA
"Totarco Piedras - indig",NA
"Peranchito - indig",NA
"Pijao De Balsillas - indig",NA
"Urada Jiguamiando - indig",NA
"Canaverales Antado - indig",NA
"Quebrada Canaveral - indig",NA
"Nonuya De Villazul - indig",NA
"El Venado - indig",NA
"El Salado - indig",NA
"Maiz Blanco - indig",NA
"Almidon La Ceiba (Puinave - Tucano - Curripaco - Cubeo) - indig",NA
"Tunebo De Chaparral Y Barro Negro - indig",NA
"Playa Larga - indig",NA
"Huitoto (El Quince) - indig",NA
"Honduras - indig",NA
"Wanchirado - indig",NA
"Kilometro 6 Y 11 Carretera Leticia Tarapaca - indig",NA
"San Pablo El Para - indig",NA
"Totarco Dinde Tradicional - indig",NA
"Gegenado - indig",NA
"Trupiogacho Y La Meseta - indig",NA
"Carpintero Palomas - indig",NA
"Santa - indig",NA
"San Jose Amia De Pato - indig",NA
"Puerto Alegre Y La Divisa - indig",NA
"Dachi Drua Mundi - indig",NA
"Valle Del Sol / Comunidad Puerto Claver - indig",NA
"Lagarto Cocha - indig",NA
"Isla De Ronda - indig",NA
"Coribi Bedado - indig",NA
"Laguna  -  El Coso  -  Cinco Caminos - indig",NA
"Resguardo Indigena Colonial Koconuco - indig",NA
"Paez De La Gaitana - indig",NA
"Resguardo Indigena La Reforma - indig",NA
"Estacion Talaga - indig",NA
"Altos Del Tigre - indig",NA
"Karabijua - indig",NA
"Kitek Kiwe - indig",NA
"Laguna Pejendino - indig",NA
"Los Almendros (El Bagre) - indig",NA
"Nanurco - indig",NA
"Nuevo Espinal - indig",NA
"Sohaibado - indig",NA
"Hermeregildo Chakiama (La Sucia) - indig",NA
"La Cilia O La Calera - indig",NA
"Guarapamba - indig",NA
"Lomas De Guaguarco - indig",NA
"El Moral - indig",NA
"Polines - indig",NA
"Inga De Mocoa - indig",NA
"Muisca De Cota - indig",NA
"Resguardo Indigena Naexal Lajt - indig",NA
"Chenche Zaragoza - indig",NA
"Alberto Pushaina - indig",NA
"Ancore Drua - indig",NA
"Carupia (Embera Chami) - indig",NA
"Chenche Angostura - indig",NA
"Dai Umadamia - indig",NA
"Resguardo Indigena El Noventa - indig",NA
"El Rosal (Yanacona) - indig",NA
"Puerto Belgica - indig",NA
"San Jose De Isnos - indig",NA
"Awia Tuparro Sikuani (Marimba) - indig",NA
"Cerro Tijeras - indig",NA
"El Penon - indig",NA
"Misak Piscitau - indig",NA
"La Lucha De Los Pueblos Zenu - indig",NA
"El Oso - indig",NA
"La Leona - indig",NA
"Bidukar Mecenia - indig",NA
"Guayuyaco - indig",NA
"Huila - indig",NA
"Kejuambi Feliciana - indig",NA
"Santa Cruz De Pinuna Blanco - indig",NA
"Comeyafu - indig",NA
"Resguardo Indigena Puerto Cordoba - indig",NA
"Ukumari Kankhe - indig",NA
"Chagui, Chimbuza, Vegas, San Antonio, Candiyas,Quelbi,Nalbu,Balsal, Bajo Nembi Y Chapilal Cimarron - indig",NA
"Chicuambe Las Brisas - indig",NA
"Pueblo Nuevo Ceral - indig",NA
"San Juan - indig",NA
"Chimbagal - indig",NA
"Nasa Kiwe Tekh Ksxaw - indig",NA
"Monzhomando - indig",NA
"Navera Drua - indig",NA
"Kankuamo - indig",NA
"Caicemapa - indig",NA
"Mayabangloma - indig",NA
"Embera Chami Cacique Queragama - indig",NA
"Awa Mayasquer - indig",NA
"Mesai - indig",NA
"Yaporogos Taira - indig",NA
"Inga de San pedro - indig",NA
"Nueva Bellavista Y Partidero - indig",NA
"Kuitua - indig",NA
"Papallaqta - indig",NA
"San Antonio ( De Cauca) - indig",NA
"Pueblo Kokonuko - indig",NA
"Puerto Triunfo - indig",NA
"Arara - indig",NA
"Santa Sofia Y El Progreso - indig",NA
"Las Brisas - indig",NA
"Paez De Las Mercedes - indig",NA
"Manature - indig",NA
"Camaritagua - indig",NA
"El Medano - indig",NA
"Inkal Watzal Awa - indig",NA
"Comunidad indigena Kanalitojo Puerto Colombia - indig",NA
"Kizgo - indig",NA
"Nuevo Horizonte (de Morales) - indig",NA
"Nukanchipa Alpa Amukunapa Wasi - indig",NA
"San Antonio 2 - indig",NA
"Inga de Santiago - indig",NA
"Tamaquito II - indig",NA
"Korodo - Ite - indig",NA
"Omaga - indig",NA
"Zince La 18 - indig",NA
"Las Delicias (De Buenos Aires) - indig",NA
"La Concepcion - indig",NA
"Paez De Toez - indig",NA
"Suratena - indig",NA
"Guadualito - indig",NA
"Cana Brava - indig",NA
"Comunidad Fiw Paez (Nueva Irlanda) - indig",NA
"Totumal - indig",NA
"Tierra Nueva - indig",NA
"Macahuan (Cusay O La Colorada) - indig",NA
"Domo Planas - indig",NA
"Leonardo Jose Campanario - indig",NA
"Calara San Martin - indig",NA
"La Primavera Etnia Huitoto - indig",NA
"Sumain Wayuu Uuliana - indig",NA
"Inti Yaku - indig",NA
"Cabildo San Miguel - indig",NA
"Embera Chami Tata Drua (Kipara el Laurel) - indig",NA
"Ittitake Etteennaka, Chimila - indig",NA
"Karamandu - indig",NA
"Cabildo Intillagta """"Hijos del Sol"""" - indig",NA
"Barzaloza - indig",NA
"Cerrito Bongo - indig",NA
"Embera Chami Doquera - indig",NA
"Resguardo Dochama  -  Alto ure - indig",NA
"RI Muchido La Guama - indig",NA
"Gran Tescual - indig",NA
"Raices de Oriente - indig",NA
"Frontino - indig",NA
"La Sardina - indig",NA
"Tiitanho Nijaamu  -  La Libertad - indig",NA
"Cabildo El Aguila - indig",NA
"Puerta del Macizo - indig",NA
"Kwe?sx yu kiwe - indig",NA
"Zenu Muchajagua - indig",NA
"Numain Maleiwa (Tierra De Dios)  (Integrado Por Kasiska - Ichitu - Patajatamana) - indig",NA
"Nukat Maleiwua  -  Napajanain Maleiwa = Bendicion De Dios (Puipuren, Yawolia, Guanapaimana, Chichituy, Ujolmana, Warralalain, Jirrumana) - indig",NA
"Monilla Amena - indig",NA
"Puerto Samaria / Daidrua - indig",NA
"Quintin Lame - indig",NA
"Chenche Agua Fria - indig",NA
"Cabildo Indigena Pueblo Viejo Santa Rita La Mina - indig",NA
"La Mayera - indig",NA
"Musu Runakuna - indig",NA
"Resguardo Indigena Kurmado - Marsella - indig",NA
"Resguardo Indigena La Victoria - indig",NA
"Agua Negra (De Leguizamo) - indig",NA
"Cano Padilla - indig",NA
"Arquia - indig",NA
"Llanos del Yari -  Yaguara II - indig",NA
"Yanacona de Santa Marta - indig",NA
"Dokerazavi - indig",NA
"Escopetera  -  Pirza - indig",NA
"Cuna (Cuti) - indig",NA
"Mandiyaco - indig",NA
"Rios Cotuhe Y Putumayo - indig",NA
"Curare Los Ingleses - indig",NA
"Nacuanedorro Tuparro - indig",NA
"Puerto Narino (Tikoya) - indig",NA
"Funes - indig",NA
"Buenavista - indig",NA
"Cali Barranquilla - indig",2015
"Bajo Rio Guainia Y Rio Negro - indig",2017
"Pared Y Parecito - indig",NA
"Guaco Bajo Y Guaco Alto - indig",2015
"Indigenas Witoto De Los Parajes De Puerto Zabalo Y Los Monos - indig",2018
"La Jagua Guachal Pitalito - indig",NA
"Saracure Y Rio Cada - indig",2015
"Morichal Viejo  -  Santa Rosa, Cerro Cucuy Y Otros - indig",2015
"Guahibo De Los Rios Tomo Y Los Canos Urimica Y Samarro - indig",2010
"Vuelta Del Alivio - indig",2019
"Jaikerazavi (Abibe Mutata) - indig",2013
"Guahibo Del Rio Siare - indig",2015
"Chonara Huena - indig",2013
"Chontadural Canero - indig",2013
"Cuenca Media Y Alta Del Rio Inirida - indig",2017
"Flores Sombrero - indig",2015
"Punta Bandera - indig",2010
"Sabaletera San Onofre El Tigre - indig",NA
"Valdivia - indig",2010
"Guahibo Y Cuiva (Santa Teresita Del Tuparro) - indig",2016
"Guayacan Santa Rosa - indig",2013
"Rio Naya Comunidad Joaquincito - indig",2016
"Rios Muco Y Guarrojo - indig",2010
"Rios Tomo Y Weberi - indig",2010
"La Esmeralda - indig",2010
"Chocon - indig",2015
"Guahibo O Sicuani Asentada En El Paraje La Llanura (Poblados La Llanura, La Florida, La Campana, Pinalito Y Miralindo) - indig",2010
"Concordia - indig",2015
"Cubeo Yavilla Ii - indig",2019
"Alto Unuma - indig",2015
"Vaupes - indig",2016
"Cabildo Indigena Casica Ibanasca - indig",2014
"Fiil vist La Gran Perdiz - indig",2014
"Monochoa - indig",2016
"El Tigre - indig",2018
"Predio Putumayo - indig",2016
